Sample_ID,State,Water_Source,pH,Temperature_C,Turbidity_NTU,Dissolved_Oxygen_mgL,BOD_mgL,COD_mgL,Total_Dissolved_Solids_mgL,Electrical_Conductivity_uScm,Total_Hardness_mgL,Calcium_mgL,Magnesium_mgL,Chloride_mgL,Sulfate_mgL,Nitrate_mgL,Fluoride_mgL,Total_Coliform_MPN100mL,Lead_mgL,Sampling_Date,WQI_Score,WQI_Class
WQ1964,Assam,Well,7.03,26.0,2.64,6.31,7.17,31.24,367.1,927.1,147.3,97.72,20.66,69.77,28.96,14.29,0.14,11.0,0.0061,2024-05-06,83.91,Good
WQ1965,TamilNadu,Tap,6.41,14.4,1.18,7.98,4.56,7.01,305.1,624.2,204.2,87.96,27.14,123.39,52.43,2.53,0.21,236.0,0.0188,2025-05-13,86.74,Good
WQ1966,Maharashtra,Tap,7.09,22.6,18.77,8.37,0.06,13.69,512.9,50.0,240.5,24.52,1.0,14.83,2.58,4.46,0.71,200.0,0.0449,2024-02-15,90.49,Excellent
WQ1967,Bihar,Well,7.26,28.2,5.19,5.32,1.19,10.93,378.2,789.1,211.2,65.6,19.6,9.19,52.97,2.18,1.55,348.0,0.0007,2024-09-24,91.22,Excellent
WQ1968,Bihar,Groundwater,7.02,23.8,13.63,7.14,2.97,10.57,596.0,699.5,228.4,78.42,34.17,110.68,95.33,0.03,0.12,40.0,0.0005,2025-10-01,90.95,Excellent
WQ1969,Punjab,Well,6.68,17.0,1.81,2.96,0.97,5.26,263.8,742.0,283.4,75.47,20.32,29.13,142.76,1.67,0.05,91.0,0.0016,2025-06-25,94.99,Excellent
WQ1970,Kerala,Pond,7.33,23.7,7.61,9.88,7.21,2.93,458.6,716.2,232.9,44.27,19.41,242.09,296.11,0.03,1.28,31.0,0.0049,2024-04-03,84.93,Good
WQ1971,Punjab,Lake,7.55,32.5,7.26,5.98,3.01,4.38,587.4,302.1,243.4,132.85,12.5,100.23,16.58,10.18,1.48,70.0,0.0014,2024-11-11,86.8,Good
WQ1972,Haryana,River,6.33,30.2,5.88,7.11,0.22,1.14,36.9,867.2,79.1,28.07,37.04,31.65,42.83,4.43,0.19,111.0,0.0205,2025-09-03,92.12,Excellent
WQ1973,TamilNadu,Tap,8.33,23.7,16.85,6.38,7.19,4.42,874.3,889.7,289.2,32.92,31.58,27.35,29.96,3.0,0.28,8.0,0.0002,2024-03-11,76.53,Good
WQ1974,Delhi,Reservoir,7.12,28.8,2.5,9.29,9.49,0.18,393.4,904.7,241.1,65.84,34.9,59.34,41.48,11.47,0.65,188.0,0.0038,2025-08-15,79.09,Good
WQ1975,Assam,Reservoir,7.22,22.2,0.7,1.32,0.24,19.74,45.0,984.0,411.0,112.92,4.29,6.6,8.57,14.29,0.24,118.0,0.002,2025-03-24,92.86,Excellent
WQ1976,Punjab,Groundwater,7.77,15.5,5.57,6.97,2.28,7.61,481.6,881.2,156.0,39.1,23.07,10.02,96.95,29.61,1.26,265.0,0.0268,2025-01-01,79.53,Good
WQ1977,Rajasthan,Reservoir,7.39,19.4,6.53,6.79,1.08,72.35,456.7,577.0,69.2,53.35,21.64,15.47,120.16,8.22,0.07,48.0,0.0111,2025-09-11,91.52,Excellent
WQ1978,Gujarat,Pond,7.96,31.8,4.28,6.09,1.5,4.31,433.6,678.7,311.8,86.93,21.63,119.23,29.86,4.95,0.02,350.0,0.0243,2025-09-05,86.68,Good
WQ1979,Maharashtra,Tap,7.43,22.6,1.16,10.45,0.59,8.49,648.2,727.3,284.7,59.55,17.61,57.7,16.46,2.91,0.14,996.0,0.0359,2025-02-13,85.78,Good
WQ1980,MadhyaPradesh,Well,6.71,22.8,3.51,5.23,2.59,8.86,599.5,732.3,149.2,51.63,20.85,2.0,7.59,2.01,0.2,378.0,0.0069,2024-03-31,89.23,Good
WQ1981,Punjab,Pond,7.49,22.5,1.87,8.54,9.51,0.17,509.6,999.5,97.0,74.14,35.2,89.55,57.56,1.92,0.07,226.0,0.0027,2025-05-23,79.89,Good
WQ1982,Rajasthan,Groundwater,6.29,33.5,2.79,7.71,2.1,36.55,540.0,893.1,403.7,66.81,2.05,44.09,18.72,4.21,0.04,251.0,0.0022,2025-06-11,88.69,Good
WQ1983,Assam,Pond,7.29,32.1,5.18,9.52,0.26,0.65,429.1,1323.2,391.4,85.76,46.33,57.21,120.14,38.42,0.85,128.0,0.0025,2024-04-19,83.8,Good
WQ1984,Rajasthan,Well,7.17,35.1,6.84,5.67,2.9,56.33,805.1,1361.9,10.0,92.29,30.81,19.28,55.59,0.01,0.11,32.0,0.0123,2025-11-02,92.43,Excellent
WQ1985,Maharashtra,Lake,7.03,23.2,1.32,5.53,1.25,44.53,154.2,723.9,204.2,67.68,24.49,64.2,51.88,1.76,1.47,170.0,0.0004,2024-03-29,95.35,Excellent
WQ1986,Delhi,Groundwater,7.1,25.5,2.6,9.19,5.81,15.34,477.9,50.0,416.4,67.29,35.88,309.64,40.98,1.67,0.28,187.0,0.0005,2025-08-29,87.63,Good
WQ1987,Rajasthan,Lake,5.69,16.4,1.57,7.85,1.71,15.69,463.0,1071.0,202.4,65.35,7.58,6.1,2.34,10.1,0.67,634.0,0.0094,2024-09-28,81.04,Good
WQ1988,Gujarat,River,6.76,31.4,1.11,3.91,0.64,21.21,612.7,537.9,200.9,72.23,17.02,26.72,134.36,3.48,0.15,117.0,0.0103,2024-09-03,95.29,Excellent
WQ1989,Rajasthan,Lake,7.27,18.2,7.65,5.92,0.64,9.79,281.2,459.6,221.7,61.38,23.55,22.27,49.43,4.89,0.16,47.0,0.0109,2024-12-26,93.46,Excellent
WQ1990,Rajasthan,River,7.33,25.1,12.0,7.77,4.39,20.84,101.3,580.5,137.9,59.98,41.39,22.86,256.32,1.29,0.51,173.0,0.0047,2025-01-12,86.05,Good
WQ1991,Rajasthan,River,6.38,18.5,2.31,8.68,0.93,0.92,481.4,566.0,79.5,89.92,24.44,38.08,38.54,4.15,0.49,582.0,0.0164,2024-07-24,87.75,Good
WQ1992,WestBengal,Lake,8.21,21.1,6.96,5.64,4.37,1.11,506.2,883.7,355.3,97.9,30.4,136.35,61.91,0.87,0.88,29.0,0.0076,2024-12-10,84.76,Good
WQ1993,WestBengal,Groundwater,6.51,19.8,11.36,1.17,0.69,12.22,747.9,232.2,65.7,22.31,17.93,195.22,2.89,6.09,0.85,59.0,0.0011,2025-03-30,90.69,Excellent
WQ1994,Delhi,Well,7.98,21.0,9.36,8.05,1.16,15.95,195.9,376.7,274.7,60.25,30.84,18.07,49.95,0.82,0.67,117.0,0.016,2024-03-07,89.14,Good
WQ1995,Punjab,Pond,7.54,21.3,1.01,4.56,1.88,43.75,680.9,802.9,338.7,42.78,45.13,62.64,72.33,12.5,0.36,28.0,0.0306,2025-07-11,90.15,Excellent
WQ1996,Rajasthan,Pond,6.68,21.3,15.65,2.97,8.6,2.21,923.5,886.9,104.9,52.23,36.95,81.05,75.37,6.69,1.33,3.0,0.0006,2024-02-12,78.77,Good
WQ1997,Odisha,Well,8.62,28.2,2.36,1.34,8.05,34.59,374.4,892.5,157.6,70.06,24.02,59.02,73.51,10.3,0.58,62.0,0.005,2024-08-16,75.41,Good
WQ1998,TamilNadu,Tap,6.25,18.5,2.07,8.63,0.7,4.72,191.8,463.9,371.3,76.74,33.11,45.54,12.83,4.34,2.78,301.0,0.0067,2025-03-19,90.27,Excellent
WQ1999,Odisha,Tap,7.94,25.1,0.32,7.26,1.33,10.02,368.6,406.5,303.3,57.2,31.93,17.05,185.25,3.84,1.03,7.0,0.0016,2024-08-21,91.99,Excellent
